/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/center_2019_02_18_19_00_11_688.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/left_2019_02_18_19_00_11_688.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/right_2019_02_18_19_00_11_688.jpg,0,0,0,2.993804E-07
/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/center_2019_02_18_19_00_11_758.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/left_2019_02_18_19_00_11_758.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/right_2019_02_18_19_00_11_758.jpg,0,0,0,3.303613E-06
/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/center_2019_02_18_19_00_11_827.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/left_2019_02_18_19_00_11_827.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/right_2019_02_18_19_00_11_827.jpg,0,0,0,7.58225E-07
/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/center_2019_02_18_19_00_11_909.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/left_2019_02_18_19_00_11_909.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/right_2019_02_18_19_00_11_909.jpg,0,0,0,6.851486E-06
/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/center_2019_02_18_19_00_11_992.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/left_2019_02_18_19_00_11_992.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/right_2019_02_18_19_00_11_992.jpg,0,0,0,3.735046E-06
/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/center_2019_02_18_19_00_12_073.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/left_2019_02_18_19_00_12_073.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/right_2019_02_18_19_00_12_073.jpg,0,0,0,4.83193E-06
/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/center_2019_02_18_19_00_12_155.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/left_2019_02_18_19_00_12_155.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/right_2019_02_18_19_00_12_155.jpg,0,0,0,6.361263E-06
/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/center_2019_02_18_19_00_12_239.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/left_2019_02_18_19_00_12_239.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/right_2019_02_18_19_00_12_239.jpg,0,0,0,2.217292E-07
/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/center_2019_02_18_19_00_12_327.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/left_2019_02_18_19_00_12_327.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/right_2019_02_18_19_00_12_327.jpg,0,0,0,1.710702E-06
/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/center_2019_02_18_19_00_12_405.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/left_2019_02_18_19_00_12_405.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/right_2019_02_18_19_00_12_405.jpg,0,0,0,8.226005E-07
